userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount
5,-120,1145,662,5,49,6,0,0
5,-120,1145,662,5,64,6,0,0
5,-120,1145,662,5,83,2,0,0
5,-120,1145,662,5,96,4,0,0
5,-120,1145,662,5,199,4,0,0
5,-120,1145,662,5,217,6,0,4
5,-120,1145,662,5,504,4,0,0
5,-120,1145,662,5,569,3,0,0
5,-120,1145,662,5,593,3,0,1
5,-120,1145,662,5,616,6,0,0
5,-120,1145,662,5,776,2,0,0
5,-120,1145,662,5,1134,4,0,0
5,-120,1145,662,5,1135,3,0,0
5,-120,1145,662,5,1136,1,0,2
5,-120,1145,662,5,1165,1,0,0
5,-120,1145,662,5,1199,4,0,0
5,-120,1145,662,5,1235,4,0,1
5,-120,1145,662,5,1309,2,0,3
5,-120,1145,662,5,1503,1,0,1
5,-120,1145,662,5,1504,4,0,0
5,-120,1145,662,5,1546,5,0,1
5,-120,1145,662,5,1613,3,0,1
5,-120,1145,662,5,1706,2,0,1
5,-120,1145,662,5,1831,3,0,2
5,-120,1145,662,5,1857,3,0,2
5,-120,1145,662,5,1910,4,0,0
5,-120,1145,662,5,1958,3,0,2
5,-120,1145,662,5,1983,3,0,0
5,-120,1145,662,5,2101,6,0,0
5,-120,1145,662,5,2110,3,0,2
5,-120,1145,662,5,2166,4,0,0
5,-120,1145,662,5,2302,4,0,0
5,-120,1145,662,5,2389,5,0,0
5,-120,1145,662,5,2412,4,0,3
5,-120,1145,662,5,3055,1,0,6
5,-120,1145,662,5,3056,1,0,3
5,-120,1145,662,5,3168,5,0,3
5,-120,1145,662,5,3223,4,0,1
5,-120,1145,662,5,3319,3,0,1
5,-120,1145,662,5,3414,6,0,4
5,-120,1145,662,5,3480,1,0,0
5,-120,1145,662,5,3600,1,0,0
5,-120,1145,662,5,3637,1,0,0
5,-120,1145,662,5,3675,2,0,0
5,-120,1145,662,5,3703,2,0,1
5,-120,1145,662,5,3756,6,0,0
5,-120,1145,662,5,3761,3,0,1
5,-120,1145,662,5,3848,2,0,1
5,-120,1145,662,5,3891,6,0,4
5,-120,1145,662,5,3998,3,0,2
5,-120,1145,662,5,4634,2,0,2
5,-120,1145,662,5,4635,6,0,3
5,-120,1145,662,5,4761,5,0,0
5,-120,1145,662,5,5086,2,0,1
5,-120,1145,662,5,6389,2,0,0
5,-120,1145,662,5,6757,3,0,1
6,-55,114,47,0,982,6,0,3
6,-55,114,47,0,983,2,0,1
6,-55,114,47,0,6578,1,0,5
6,-55,114,47,0,21843,2,122,3
6,-55,114,47,0,23750,5,228,0
6,-55,114,47,0,39226,0,0,2
6,-55,114,47,0,47256,1,130,0
10,121,20,2,0,228,2,0,0
11,-120,10,10,0,901,1,0,0
11,-120,10,10,0,903,3,0,0
11,-120,10,10,0,1157,4,0,0
11,-120,10,10,0,1919,0,0,2
11,-120,10,10,0,1920,0,0,1
12,101,10,5,0,112,2,0,0
13,49,178,44,1,235,4,0,0
15,11,8,0,0,347,2,0,0
16,101,4,7,0,351,4,0,0
17,89,14,13,1,1528,4,0,0
22,79,90,693,6,90,3,0,0
22,79,90,693,6,102,1,0,0
22,79,90,693,6,132,6,0,0
22,79,90,693,6,308,1,0,0
22,79,90,693,6,598,5,0,2
22,79,90,693,6,781,3,0,0
22,79,90,693,6,784,3,0,0
22,79,90,693,6,1499,3,0,2
22,79,90,693,6,1500,2,0,1
22,79,90,693,6,2029,3,0,0
22,79,90,693,6,2174,4,0,2
22,79,90,693,6,4136,1,0,0
22,79,90,693,6,4432,6,0,0
22,79,90,693,6,4449,3,0,1
22,79,90,693,6,5429,3,0,1
